ID,Movie_name,Overview,Genres,Release Date,Collection_name,backdrop_path,poster_path
10538,Passenger 57,"An infamous terrorist has evaded capture for a long time by being extremely clever and ruthless. Things get interesting when he hijacks a plane carrying famous security expert John Cutter, who isn't about to stand this sort of thing.",Action,11/6/1992,,/KOgl7YH6sdBuOSHsqZvLJzM21E.jpg,/4VBN8pQxGHjeZWcNv1V1xSw0OKC.jpg
10539,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",Adventure,4/12/1996,,/m8hh2IQTFqLN2EMDDiAngf6UYY8.jpg,/hCcndEHrNcfkDGcGgqcVGBgcBCA.jpg
10540,Outland,"An honest marshal in a corrupt mining colony on Io, Jupiter's sunless third moon, is determined to confront a violent drug ring even though it may cost him his life. After his wife angrily deserts him, he waits alone for the arrival of killers hired by the company to eliminate him.",Science Fiction,5/22/1981,,/hCJ3xGMyzwpBcUlBGJGyUwDgQ4d.jpg,/mqHUsbbMoNYp2ibgxIT1qOfKciO.jpg
10541,Un baiser s’il vous plaît,"When Gabriel and Emilie meet by chance, he offers her a ride, and they spend the evening talking, laughing and getting along famously. At the end of the night, Emilie declines Gabriel's offer of ""a kiss without consequences"". Emilie admonishes him that the kiss could have unexpected consequences, and tells him a story, unfolding in flashbacks, about the impossibility of indulging your desires without affecting someone else's life.",Comedy,6/6/2007,,/pFRDIaoFofC8ZSBWlWLDUri2R20.jpg,/1LviJDLStrDRtHtfdA8jlqlRgla.jpg
10542,Kondom des Grauens,"The plot takes place in New York, and in the present. In a Hotel called ""Quicky"" a professor blackmails a student of his into having sex with him. But when the professor puts on a condom, the carnivorous condom bites off his penis and disappears. Detective Mackaroni who gets the case thinks that the college girl just bit off her teacher's penis! Mackaroni goes to the motel himself to check out the crime scene, in the lobby he finds a gigolo named Bill and he asks him to follow him to crime room, there the two men attempt to have sex when they are suddenly interrupted by the attack of a killer condom.",Comedy,8/29/1996,,/wak03xLahI9QOuX3D8PwGFdrB7O.jpg,/5UY8plTpPYtBCCQ7LVsGAordGvD.jpg
10543,Fear,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,Thriller,4/12/1996,,/u8yvuMpnzOoGO74SHv3dD2FL8P9.jpg,/ut8snuINzOibbKnvpTnsGWQr4Nl.jpg
10544,Ned Kelly,"After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the members of the Kelly Gang stay hidden and plan a way to get their names cleared.",Action,3/22/2003,,/tg9E90Sip2ui7iaP7WIAqXHkJ61.jpg,/xmGQsMbXKELzD4n78uMoCsgJPi4.jpg
10545,The Hunchback of Notre Dame,"At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.",Drama,6/21/1996,The Hunchback of Notre Dame Collection,/oslaee3VX9kJAjVezbjZKlEJDzn.jpg,/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg
10546,The Crow: City of Angels,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",Action,8/29/1996,The Crow Collection,/srnzBncSxksPpCnb8sC5GZF4pZU.jpg,/wcWXBujfOUKYbWRnfnAUJaqxRrn.jpg
10547,The Arrival,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",Science Fiction,5/31/1996,The Arrival Collection,/oJ597dVjLMICx56clM7iy3AUUsA.jpg,/kvUTa1ipwchyXZdMMDrXk0ojfEO.jpg
10548,When We Were Kings,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",Documentary,10/25/1996,,/4n4YCgNZbqZLszfzwQgtwnaWvJl.jpg,/wMnPIOYt4sNf3HMpimIzHO7L40Z.jpg
10549,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing.",Drama,12/25/1996,,/ishSjAPkCLpy6Q3jCcGrKzxvwTH.jpg,/ilurgUOp6SCl4cuhfjctj1qxlfZ.jpg
10550,Ballistic: Ecks vs. Sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",Action,9/20/2002,,/nbdb0yEi54Nt8qXnfLlD65wJqSI.jpg,/7Jcb486hN7hQRZTsb0RybFGeDOQ.jpg
10551,Family Business,"Jessie is an aging career criminal who has been in more jails, fights, schemes, and lineups than just about anyone else. His son Vito, while currently on the straight and narrow, has had a fairly shady past and is indeed no stranger to illegal activity. They both have great hope for Adam, Vito's son and Jessie's grandson, who is bright, good-looking, and without a criminal past.",Action,12/6/1989,,/xVTt5RHaTAuCStfAVrOCPMWA1ye.jpg,/9HhRk8eUjxUf0CDHTS9YcUk8TTB.jpg
10552,Cat's Eye,"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",Horror,4/12/1985,,/hxUM806p8SeOwdsYamUOrTYc07E.jpg,/hiCA9cf3rLne1JAcdlp94nPlR1p.jpg
10553,Remo Williams: The Adventure Begins,"An officially ""dead"" cop is trained to become an extraordinary unique assassin in service of the US President.",Comedy,10/11/1985,,/gA6DuqAOJTsrVsqZQSU2qjTu9sn.jpg,/xTSrGyfmr3xbnnlT9d1SVYC4gtt.jpg
10555,Shark Tale,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",Animation,9/20/2004,,/z1oPj03g6b9F5VyUTyQMp7IJ7Y9.jpg,/r08DpyPyhXcJTfNZAICNGMzcQ8l.jpg
10556,Emil und die Detektive,"The twelve-year-old Emil and his father are haunted by bad luck. To take a break from a series of family disasters, Emil is allowed to spend a few days with a friend of the family, the female priest Hummel in Berlin. In the train he runs across the slick Max Grundeis who anaesthetizes Emil and steals his savings of 1500 DM. When he finally arrives in Berlin, Emil and a gang of street kids, led by the cheeky girl Pony Hütchen, try to find the gangster, who haunts the posh Hotel Adlon as a hotel thief. Meanwhile, to prevent anyone from finding out about Emil's mishap, Gypsi, a member of the gang of kids, passes himself off as Emil, thus wreaking havoc on the home of the priest.",Comedy,2/22/2001,,/fxEJ9Hw2aCI0KAzehYTW1tiAg4D.jpg,/jpmlnDZbW5lGWEa0ZvYz59EaHPE.jpg
10557,East Is East,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",Drama,5/14/1999,East Is East Collection,/kMk9VOd1Oq3eH8yrWSMuIq3WQAI.jpg,/ahMETJbxPgfTvrjw48yPBbEqn9O.jpg
10558,Seven Days to Live,A grieving woman suffers terrifying visions of her own demise after she and her husband move into a country mansion.,Horror,6/25/2000,,/kkgYfLabemM98GDTkoyXP8J8TyL.jpg,/y4qN4BE0cXLEHCEcpV3i8d8ZDTO.jpg
10559,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",Science Fiction,4/28/2000,,/hg9fFsZjtw64wworVY5mo45gkh9.jpg,/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg
10560,Center Stage,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,Drama,5/12/2000,Center Stage Collection,/f3cTz9cEPgrWWECMAGIYO9gRSLs.jpg,/95Et0t08Nv6S8FD593HpXyvcRt8.jpg
10561,Gripsholm,"Kurt and Lydia are planning a relaxed vacation at the Gripsholm castle in Sweden . What Lydia does not know is that for Kurt, a well-known publicist, the journey is actually a flight from encroaching fascism and a direct threat from the Nazis.",Drama,11/16/2000,,/9T7hV746gVt5Sd3XXBiGpQkqzS1.jpg,/elvc8NEXb40CGgfu9YiJr9Ne29j.jpg
10562,Under Suspicion,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",Thriller,9/24/2000,,/ca5hO15TfLe7MoAFYW6lCXwlaLX.jpg,/rAu7CA2qLTaXZd0fHVeNI2NB5WN.jpg
10563,Three to Tango,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,Comedy,10/22/1999,,/7v4WhTSr3tG0eVFZaMkN3W09Vbz.jpg,/z2EhRgWvzNa2NgoX0uModV6mEb2.jpg
10564,Where the Heart Is,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside, and takes refuge in the friendly aisles of Wal-Mart. Eventually, some eccentric but kindly strangers 'adopt' Novalee and her infant daughter, helping them buck the odds and build a new life.",Comedy,4/27/2000,,/bMQG9CxR4rcXQtNkPOcxmfRfdSv.jpg,/i1trlsud0KtMK3lVDdZCWwGOF5V.jpg
10565,Kanak Attack,No overview found.,Drama,11/16/2000,,/cH7HpRvrfPKLcGSCi3KJ46QKKP.jpg,/kPDuBeqV0HtWI2OPhKgu4KcxajC.jpg
10566,Vergiss Amerika,No overview found.,Drama,11/9/2000,,/imLwp0P5cPkULZP0SCaYmgxtu8i.jpg,/pHnCZFhdnEnomsVJmME6hqyfKT6.jpg
10567,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,Animation,5/19/2000,,/laeEtakR2pLKu3CeRwB2lU5Y53X.jpg,/rSje3FS7ycJSglowlngjsvDt7vO.jpg
10568,The Four Feathers,A disgraced officer risks his life to help his childhood friends in battle.,Adventure,4/20/1939,,/wj3W7G2sERcD80wOQRnHkdHqVPG.jpg,/wyVgZcg0lTbk8v9j1JyXB5OT0Y4.jpg
10569,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,Comedy,5/19/2000,,/66sGdfAPFQwIiQrJoHbRfxZsZM3.jpg,/eIJRFZFDmh0xXPlKt3WwN5fiSLe.jpg
10570,Flodder,A low-class a-social family ends up in a rich upper-class neighborhood and causes all sorts of trouble.,Comedy,12/18/1986,Flodder Collection,/ixf4sqtlPEhZRJFwgTwffJiwrRu.jpg,/rbQX4kpoyj3Xj3Km4fPmWO7edst.jpg
10571,Boys and Girls,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",Comedy,6/16/2000,,/kxTDRp8pfhZcIpeihfPWUB9jRDZ.jpg,/9zmvYVgcdoXPZQE44gN7nKHScD4.jpg
10572,Michel Vaillant,"Michel Vaillant is # 1 of pilots, undisputed champion in rallying in all circuits in the world. His success arouses admiration and envy. Ruth Wong, director of Team Leader, is determined to break his streak and avenge the memory of his father, founder of Leader. She is capable of anything to achieve her goal.",Action,11/8/2003,,/r9Z87uc4LRV7oDQOm6xPCegsFQ.jpg,/2vxLVFG8306BBx9U1eGNg9lgeJ.jpg
10573,Лунный папа,"The unborn child of Mamlakat is telling her story. She is 17, beautiful and vivacious, and dreaming secretly of becoming an actress. She lives with her father and brother in a small village in Central Asia. One night she is seduced by an actor from a travelling troupe, who poses as a friend of Tom Cruise, and makes her pregnant. She tries to abort, but her father and brother become determined to find the seducer, setting in motion a cascade of comic adventures.",Drama,9/8/1999,,,/k4GCxO2M0qIeRp3bhfPVhe9yJaY.jpg
10574,Große Freiheit Nr. 7,"Singing sailor Hannes, who now entertains the crowd at St. Pauli's Hippodrome after years at sea, promises his dying brother that he will take care of his ex-girlfriend Gisa. Taking Gisa to Hamburg to live with him, Hannes quickly falls in love with her, but soon has to face Gisa's affection for another man, Willem.",Drama,12/15/1944,,/s8xdrMBqtKJOZ9ehc32lC6ANjDL.jpg,/6lLr0FYrfNlgLaH3I7L7nW4bWVs.jpg
10575,Heaven,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",Drama,2/6/2002,"Heaven, Hell and Purgatory Collection",/i2Qu0ZLOvNONkHZRuqxII9QkbTX.jpg,/xPdtOuGtcQt655uRrmIdBkSRmVx.jpg
10576,Psycho II,"After years of treatment at a mental institution for the criminally insane, serial killer Norman Bates is finally released. Deciding to move back into his long-dead mother's infamous old house, he soon finds himself tormented by 'her' demands and begins to question his own sanity.",Horror,6/3/1983,Psycho Collection,/pSXP7pa8mgOjrh8GbKnXArLXmL7.jpg,/qS231C7cpMZDvLl8VXYg1ygu3yO.jpg
10577,Dracula 2000,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",Thriller,12/22/2000,Dracula 2000 Collection,/aWT6cOhVOSPPHP7KMFp6Znx5S3a.jpg,/uSOaVTCsMnqM0Nxr5GSTZhHMDbI.jpg
10578,Dracula II: Ascension,"Father Uffizi hunts vampires. He travels the world to behead them with his bullwhip, but his ultimate goal is to find the first vampire, Dracula. Medical students, Liz Blaine and Luke are charged with autopsying the body. When they open the abdominal cavity, they find that the liver and other organs are white, suggesting to Luke that the person did not produce his own blood but got it elsewhere, i.e., a vampire.",Horror,6/7/2003,Dracula 2000 Collection,/4e62nw70Avf44jx7kGIu1ic32zC.jpg,/rTSz1mBRziQbexDRNaETKW6TjZx.jpg
10579,Dracula III: Legacy,"In the near future, Uffizi and Luke travel to the remote reaches of war torn Romania to rescue Elizabeth and finish the vampire once and for all. Along the way, they encounter TV news journalist and a corps of rebels trying to fight the vampire uprising which plagues their country.",Horror,7/12/2005,Dracula 2000 Collection,/yL7dekn6BOsVxK70DClw0FbWf8i.jpg,/8oyk5bk9NiPXs6OdXnoI6RAOTq7.jpg
